,month,sigma,fif,blind_oracle,random_marker,lru,lv_marker,rohatgi_marker,adaptive_query_2,adaptive_query_4,adaptive_query_8
78,1,8,749,3160,2274,2080,2331,2296,1963,1949,2071
79,1,8,749,3308,2318,2080,2314,2288,1959,1946,2033
0,2,0,781,781,2385,2156,1368,1368,1888,1611,1431
1,2,0,781,781,2434,2156,1368,1368,1887,1577,1434
2,2,0,781,781,2400,2156,1368,1368,1885,1607,1424
3,2,0,781,781,2414,2156,1368,1368,1885,1603,1427
4,2,0,781,781,2431,2156,1368,1368,1897,1601,1429
5,2,0,781,781,2427,2156,1368,1368,1878,1622,1424
6,2,0,781,781,2400,2156,1368,1368,1912,1600,1427
7,2,0,781,781,2409,2156,1368,1368,1904,1583,1437
8,2,0,781,781,2406,2156,1368,1368,1896,1625,1429
9,2,0,781,781,2407,2156,1368,1368,1881,1600,1433
10,2,0,781,781,2399,2156,1368,1368,1871,1594,1422
11,2,0,781,781,2371,2156,1368,1368,1894,1608,1435
12,2,0,781,781,2412,2156,1368,1368,1889,1609,1433
13,2,0,781,781,2463,2156,1368,1368,1891,1592,1423
14,2,0,781,781,2404,2156,1368,1368,1869,1603,1442
15,2,0,781,781,2429,2156,1368,1368,1881,1587,1425
16,2,0,781,781,2435,2156,1368,1368,1886,1616,1432
17,2,0,781,781,2380,2156,1368,1368,1897,1594,1427
18,2,0,781,781,2392,2156,1368,1368,1892,1604,1429
19,2,0,781,781,2366,2156,1368,1368,1896,1581,1442
20,2,2,781,802,2387,2156,1390,1393,1905,1620,1442
21,2,2,781,796,2396,2156,1389,1390,1911,1604,1437
22,2,2,781,798,2369,2156,1395,1388,1924,1613,1442
23,2,2,781,794,2421,2156,1393,1396,1892,1617,1436
24,2,2,781,791,2407,2156,1392,1388,1884,1591,1434
25,2,2,781,797,2395,2156,1397,1397,1909,1587,1435
26,2,2,781,804,2428,2156,1387,1388,1891,1620,1443
27,2,2,781,795,2404,2156,1395,1393,1891,1583,1434
28,2,2,781,797,2419,2156,1387,1395,1908,1592,1438
29,2,2,781,801,2430,2156,1390,1389,1878,1611,1444
30,2,2,781,800,2402,2156,1396,1394,1882,1594,1438
31,2,2,781,793,2394,2156,1384,1387,1913,1603,1449
32,2,2,781,796,2418,2156,1384,1397,1896,1615,1437
33,2,2,781,797,2378,2156,1394,1395,1920,1608,1433
34,2,2,781,795,2437,2156,1398,1385,1922,1587,1442
35,2,2,781,799,2418,2156,1387,1385,1902,1606,1440
36,2,2,781,806,2356,2156,1397,1391,1892,1593,1426
37,2,2,781,802,2396,2156,1396,1400,1887,1608,1443
38,2,2,781,794,2380,2156,1388,1391,1884,1604,1434
39,2,2,781,793,2408,2156,1394,1393,1911,1585,1455
40,2,4,781,3138,2402,2156,2282,2290,1941,1692,1648
41,2,4,781,3233,2384,2156,2247,2275,1911,1695,1605
42,2,4,781,3152,2440,2156,2291,2296,1921,1679,1635
43,2,4,781,3252,2429,2156,2282,2262,1900,1678,1604
44,2,4,781,3172,2375,2156,2231,2272,1936,1690,1623
45,2,4,781,3184,2411,2156,2267,2256,1914,1707,1604
46,2,4,781,3164,2391,2156,2269,2256,1934,1676,1621
47,2,4,781,3192,2414,2156,2281,2256,1923,1672,1628
48,2,4,781,3118,2399,2156,2297,2260,1909,1685,1610
49,2,4,781,3241,2370,2156,2299,2293,1910,1701,1619
50,2,4,781,3165,2401,2156,2234,2269,1909,1690,1631
51,2,4,781,3181,2429,2156,2257,2246,1933,1686,1617
52,2,4,781,3206,2387,2156,2286,2280,1926,1685,1606
53,2,4,781,3159,2383,2156,2270,2244,1921,1684,1628
54,2,4,781,3161,2424,2156,2302,2276,1922,1679,1612
55,2,4,781,3166,2425,2156,2247,2246,1946,1692,1632
56,2,4,781,3223,2359,2156,2234,2324,1925,1709,1639
57,2,4,781,3172,2437,2156,2252,2322,1939,1702,1608
58,2,4,781,3247,2430,2156,2294,2261,1896,1688,1618
59,2,4,781,3142,2402,2156,2261,2240,1956,1684,1618
60,2,8,781,3340,2397,2156,2406,2457,2053,1983,2136
61,2,8,781,3261,2395,2156,2369,2404,2060,1984,2148
62,2,8,781,3277,2415,2156,2399,2375,2052,2012,2165
63,2,8,781,3291,2386,2156,2398,2421,2057,2017,2166
64,2,8,781,3330,2387,2156,2403,2417,2053,1981,2154
65,2,8,781,3366,2418,2156,2458,2361,2075,2045,2161
66,2,8,781,3318,2385,2156,2409,2405,2072,1999,2139
67,2,8,781,3247,2369,2156,2421,2424,2067,2006,2159
68,2,8,781,3291,2408,2156,2436,2434,2055,2026,2167
69,2,8,781,3380,2415,2156,2392,2418,2059,2002,2167
70,2,8,781,3477,2393,2156,2452,2395,2037,2015,2146
71,2,8,781,3485,2429,2156,2359,2403,2028,2009,2139
72,2,8,781,3304,2407,2156,2404,2422,2029,2011,2107
73,2,8,781,3291,2382,2156,2391,2390,2072,1983,2131
74,2,8,781,3308,2370,2156,2442,2401,2075,1971,2172
75,2,8,781,3327,2412,2156,2372,2414,2044,1982,2102
76,2,8,781,3314,2409,2156,2401,2402,2042,2002,2128
77,2,8,781,3374,2417,2156,2397,2397,2046,1999,2146
78,2,8,781,3366,2398,2156,2394,2444,2031,2010,2125
79,2,8,781,3397,2421,2156,2396,2380,2077,1996,2116
0,3,0,819,819,2542,2279,1427,1427,1977,1693,1505
1,3,0,819,819,2511,2279,1427,1427,1995,1680,1496
2,3,0,819,819,2472,2279,1427,1427,1971,1672,1494
3,3,0,819,819,2522,2279,1427,1427,2004,1684,1487
4,3,0,819,819,2511,2279,1427,1427,1974,1667,1515
5,3,0,819,819,2510,2279,1427,1427,1976,1671,1501
6,3,0,819,819,2505,2279,1427,1427,1982,1690,1509
7,3,0,819,819,2528,2279,1427,1427,2000,1679,1493
8,3,0,819,819,2543,2279,1427,1427,1978,1666,1504
9,3,0,819,819,2475,2279,1427,1427,1977,1664,1496
10,3,0,819,819,2539,2279,1427,1427,1966,1678,1498
11,3,0,819,819,2523,2279,1427,1427,1992,1695,1510
12,3,0,819,819,2509,2279,1427,1427,1994,1663,1489
13,3,0,819,819,2521,2279,1427,1427,1971,1680,1504
14,3,0,819,819,2498,2279,1427,1427,2001,1664,1506
15,3,0,819,819,2492,2279,1427,1427,1983,1672,1504
16,3,0,819,819,2524,2279,1427,1427,1985,1660,1498
17,3,0,819,819,2505,2279,1427,1427,1982,1673,1496
18,3,0,819,819,2501,2279,1427,1427,1969,1656,1505
19,3,0,819,819,2490,2279,1427,1427,1981,1659,1511
20,3,2,819,839,2496,2279,1448,1452,2005,1677,1519
21,3,2,819,843,2496,2279,1456,1452,2024,1682,1509
22,3,2,819,836,2504,2279,1450,1457,1984,1680,1517
23,3,2,819,842,2480,2279,1460,1450,1991,1694,1517
24,3,2,819,840,2505,2279,1454,1448,1967,1673,1506
25,3,2,819,848,2491,2279,1450,1459,1978,1676,1507
26,3,2,819,841,2545,2279,1449,1459,2001,1664,1502
27,3,2,819,846,2489,2279,1446,1448,2022,1672,1506
28,3,2,819,831,2502,2279,1453,1451,1977,1679,1513
29,3,2,819,835,2553,2279,1449,1450,1989,1675,1506
30,3,2,819,837,2472,2279,1450,1452,1995,1668,1504
31,3,2,819,840,2512,2279,1456,1455,2013,1675,1506
32,3,2,819,840,2541,2279,1448,1452,1980,1656,1495
33,3,2,819,836,2502,2279,1452,1443,2021,1671,1494
34,3,2,819,840,2525,2279,1453,1456,1968,1693,1503
35,3,2,819,840,2505,2279,1452,1461,1977,1671,1508
36,3,2,819,844,2530,2279,1445,1455,1981,1680,1504
37,3,2,819,846,2515,2279,1452,1447,1993,1670,1502
38,3,2,819,842,2504,2279,1442,1453,1976,1658,1499
39,3,2,819,840,2518,2279,1442,1453,1996,1671,1515
40,3,4,819,3301,2513,2279,2362,2418,2000,1777,1691
41,3,4,819,3302,2472,2279,2340,2403,2010,1782,1694
42,3,4,819,3424,2535,2279,2383,2365,2029,1752,1667
43,3,4,819,3346,2514,2279,2342,2383,2020,1754,1663
44,3,4,819,3258,2490,2279,2351,2383,2053,1761,1678
45,3,4,819,3453,2519,2279,2340,2414,2014,1767,1682
46,3,4,819,3356,2470,2279,2398,2369,2023,1764,1692
47,3,4,819,3313,2473,2279,2362,2379,2023,1761,1719
48,3,4,819,3355,2512,2279,2335,2356,2034,1725,1689
49,3,4,819,3267,2478,2279,2350,2358,2026,1783,1686
50,3,4,819,3306,2521,2279,2340,2366,2021,1764,1663
51,3,4,819,3329,2542,2279,2333,2350,1998,1805,1693
52,3,4,819,3215,2549,2279,2337,2390,2015,1758,1729
53,3,4,819,3318,2496,2279,2382,2399,2029,1759,1694
54,3,4,819,3293,2524,2279,2400,2387,2032,1782,1691
55,3,4,819,3360,2505,2279,2344,2385,2011,1749,1692
56,3,4,819,3355,2524,2279,2350,2357,2007,1766,1700
57,3,4,819,3263,2534,2279,2336,2407,2049,1747,1711
58,3,4,819,3267,2516,2279,2327,2401,2028,1737,1695
59,3,4,819,3272,2519,2279,2362,2398,2024,1749,1696
60,3,8,819,3464,2483,2279,2460,2471,2148,2099,2264
61,3,8,819,3557,2503,2279,2530,2524,2146,2094,2224
62,3,8,819,3549,2513,2279,2522,2506,2156,2094,2181
63,3,8,819,3419,2479,2279,2574,2519,2149,2093,2192
64,3,8,819,3444,2537,2279,2511,2505,2128,2100,2218
65,3,8,819,3419,2459,2279,2506,2488,2146,2102,2242
66,3,8,819,3402,2530,2279,2542,2512,2182,2124,2258
67,3,8,819,3580,2491,2279,2484,2487,2138,2095,2249
68,3,8,819,3538,2512,2279,2473,2510,2140,2054,2234
69,3,8,819,3452,2501,2279,2535,2538,2129,2059,2238
70,3,8,819,3507,2519,2279,2498,2566,2145,2129,2254
71,3,8,819,3599,2492,2279,2529,2533,2122,2109,2234
72,3,8,819,3500,2495,2279,2497,2504,2152,2098,2214
73,3,8,819,3507,2515,2279,2576,2532,2158,2096,2242
74,3,8,819,3404,2557,2279,2500,2536,2157,2099,2238
75,3,8,819,3412,2475,2279,2467,2493,2093,2102,2260
76,3,8,819,3551,2494,2279,2515,2488,2129,2049,2241
77,3,8,819,3520,2543,2279,2521,2499,2145,2080,2274
78,3,8,819,3392,2495,2279,2522,2499,2186,2075,2248
79,3,8,819,3604,2547,2279,2492,2480,2157,2102,2250
0,4,0,930,930,2930,2742,1680,1680,2318,1960,1757
1,4,0,930,930,2916,2742,1680,1680,2310,1957,1765
2,4,0,930,930,2922,2742,1680,1680,2318,1942,1755
3,4,0,930,930,2874,2742,1680,1680,2342,1954,1757
4,4,0,930,930,2938,2742,1680,1680,2304,1946,1764
5,4,0,930,930,2916,2742,1680,1680,2334,1977,1756
6,4,0,930,930,2901,2742,1680,1680,2330,1959,1757
7,4,0,930,930,2917,2742,1680,1680,2321,1942,1761
8,4,0,930,930,2936,2742,1680,1680,2308,1955,1747
9,4,0,930,930,2942,2742,1680,1680,2316,1950,1756
10,4,0,930,930,2925,2742,1680,1680,2308,1970,1770
11,4,0,930,930,2901,2742,1680,1680,2348,1963,1763
12,4,0,930,930,2947,2742,1680,1680,2323,1938,1752
13,4,0,930,930,2955,2742,1680,1680,2311,1965,1754
14,4,0,930,930,2910,2742,1680,1680,2327,1953,1750
15,4,0,930,930,2959,2742,1680,1680,2328,1964,1750
16,4,0,930,930,2928,2742,1680,1680,2343,1965,1762
17,4,0,930,930,2969,2742,1680,1680,2302,1955,1749
18,4,0,930,930,2943,2742,1680,1680,2322,1939,1751
19,4,0,930,930,2935,2742,1680,1680,2299,1957,1753
20,4,2,930,960,2947,2742,1723,1723,2318,1973,1770
21,4,2,930,953,2922,2742,1727,1722,2296,1966,1765
22,4,2,930,947,2910,2742,1715,1717,2312,1975,1760
23,4,2,930,945,2937,2742,1723,1713,2330,1941,1761
24,4,2,930,944,2953,2742,1723,1722,2318,1938,1790
25,4,2,930,948,2957,2742,1706,1718,2333,1950,1766
26,4,2,930,951,2930,2742,1723,1721,2300,1943,1770
27,4,2,930,951,2948,2742,1709,1723,2333,1966,1753
28,4,2,930,952,2987,2742,1717,1710,2325,1970,1779
29,4,2,930,945,2915,2742,1726,1721,2318,1972,1753
30,4,2,930,946,2921,2742,1715,1730,2318,1958,1769
31,4,2,930,951,2965,2742,1719,1733,2345,1946,1758
32,4,2,930,953,2922,2742,1721,1724,2315,1977,1763
33,4,2,930,952,2925,2742,1719,1717,2311,1988,1776
34,4,2,930,955,2936,2742,1718,1721,2348,1965,1770
35,4,2,930,943,2964,2742,1719,1725,2325,1940,1771
36,4,2,930,947,2910,2742,1718,1717,2329,1973,1755
37,4,2,930,955,2953,2742,1713,1717,2333,1969,1775
38,4,2,930,950,2899,2742,1714,1703,2330,1940,1766
39,4,2,930,951,2947,2742,1716,1709,2312,1953,1776
40,4,4,930,3491,2942,2742,2821,2803,2371,2064,2026
41,4,4,930,3435,2948,2742,2798,2754,2352,2057,2009
42,4,4,930,3620,2937,2742,2764,2794,2337,2068,2013
43,4,4,930,3462,2925,2742,2814,2794,2346,2084,1985
44,4,4,930,3526,2890,2742,2749,2790,2359,2070,2021
45,4,4,930,3570,2940,2742,2773,2770,2350,2089,1986
46,4,4,930,3515,2932,2742,2770,2785,2339,2069,1994
47,4,4,930,3566,2934,2742,2780,2786,2393,2073,2005
48,4,4,930,3500,2925,2742,2747,2761,2330,2083,2040
49,4,4,930,3586,2924,2742,2784,2820,2343,2071,1976
50,4,4,930,3431,2942,2742,2760,2811,2373,2053,2018
51,4,4,930,3544,2949,2742,2773,2803,2352,2106,2024
52,4,4,930,3578,2922,2742,2779,2808,2345,2080,2028
53,4,4,930,3456,2919,2742,2824,2816,2306,2061,1984
54,4,4,930,3503,2927,2742,2820,2774,2359,2059,2029
55,4,4,930,3459,2912,2742,2749,2812,2363,2070,2039
56,4,4,930,3495,2902,2742,2793,2769,2353,2081,2030
57,4,4,930,3633,2960,2742,2807,2815,2358,2086,2013
58,4,4,930,3537,2925,2742,2771,2804,2356,2091,2011
59,4,4,930,3477,2940,2742,2815,2778,2367,2095,2000
60,4,8,930,3741,2900,2742,2968,2941,2512,2438,2659
61,4,8,930,3669,2898,2742,2897,2912,2525,2443,2643
62,4,8,930,3637,2952,2742,2922,2983,2501,2484,2590
63,4,8,930,3630,2917,2742,2892,2921,2478,2368,2629
64,4,8,930,3611,2953,2742,2942,2932,2524,2414,2632
65,4,8,930,3643,2913,2742,2847,2919,2450,2469,2686
66,4,8,930,3667,2915,2742,2942,2938,2511,2418,2665
67,4,8,930,3764,2939,2742,2886,2899,2519,2475,2612
68,4,8,930,3713,2893,2742,2911,2945,2512,2469,2639
69,4,8,930,3647,2886,2742,2929,2919,2494,2473,2660
70,4,8,930,3759,2982,2742,2912,2933,2514,2502,2609
71,4,8,930,3616,2912,2742,2929,2931,2504,2450,2637
72,4,8,930,3573,2907,2742,2933,2937,2491,2433,2603
73,4,8,930,3777,2927,2742,2910,2941,2504,2446,2659
74,4,8,930,3744,2899,2742,2930,2875,2492,2471,2655
75,4,8,930,3606,2950,2742,2917,2925,2501,2436,2650
76,4,8,930,3718,2950,2742,2916,2963,2530,2481,2664
77,4,8,930,3688,2935,2742,2932,2922,2507,2429,2646
78,4,8,930,3647,2893,2742,2931,2899,2490,2470,2624
79,4,8,930,3669,2899,2742,2963,2940,2517,2427,2658
0,5,0,773,773,2456,2218,1377,1377,1936,1621,1461
1,5,0,773,773,2461,2218,1377,1377,1958,1618,1437
2,5,0,773,773,2448,2218,1377,1377,1911,1619,1457
3,5,0,773,773,2488,2218,1377,1377,1901,1606,1452
4,5,0,773,773,2462,2218,1377,1377,1902,1622,1453
5,5,0,773,773,2415,2218,1377,1377,1940,1622,1435
6,5,0,773,773,2442,2218,1377,1377,1949,1618,1436
7,5,0,773,773,2483,2218,1377,1377,1959,1610,1449
8,5,0,773,773,2408,2218,1377,1377,1931,1622,1435
9,5,0,773,773,2394,2218,1377,1377,1927,1609,1453
10,5,0,773,773,2435,2218,1377,1377,1936,1621,1451
11,5,0,773,773,2453,2218,1377,1377,1945,1624,1448
12,5,0,773,773,2449,2218,1377,1377,1906,1620,1450
13,5,0,773,773,2457,2218,1377,1377,1918,1606,1439
14,5,0,773,773,2441,2218,1377,1377,1949,1616,1452
15,5,0,773,773,2457,2218,1377,1377,1888,1595,1453
16,5,0,773,773,2416,2218,1377,1377,1909,1611,1437
17,5,0,773,773,2478,2218,1377,1377,1932,1621,1445
18,5,0,773,773,2447,2218,1377,1377,1946,1620,1444
19,5,0,773,773,2411,2218,1377,1377,1945,1604,1446
20,5,2,773,790,2450,2218,1407,1411,1915,1634,1446
21,5,2,773,787,2467,2218,1406,1405,1950,1625,1456
22,5,2,773,798,2414,2218,1412,1409,1931,1629,1450
23,5,2,773,789,2416,2218,1412,1422,1928,1627,1451
24,5,2,773,791,2485,2218,1409,1404,1896,1629,1453
25,5,2,773,789,2497,2218,1402,1413,1921,1617,1449
26,5,2,773,793,2425,2218,1409,1403,1900,1635,1441
27,5,2,773,794,2439,2218,1402,1403,1943,1615,1448
28,5,2,773,787,2436,2218,1401,1404,1913,1605,1452
29,5,2,773,790,2431,2218,1405,1404,1926,1625,1450
30,5,2,773,793,2431,2218,1407,1407,1919,1600,1458
31,5,2,773,790,2459,2218,1410,1401,1925,1609,1446
32,5,2,773,797,2486,2218,1405,1405,1912,1629,1465
33,5,2,773,797,2411,2218,1405,1408,1948,1617,1463
34,5,2,773,789,2455,2218,1405,1408,1943,1612,1445
35,5,2,773,791,2470,2218,1404,1403,1902,1600,1442
36,5,2,773,790,2478,2218,1412,1408,1905,1615,1467
37,5,2,773,792,2434,2218,1411,1404,1942,1625,1471
38,5,2,773,794,2442,2218,1406,1404,1935,1629,1457
39,5,2,773,789,2437,2218,1405,1420,1958,1616,1441
40,5,4,773,2990,2444,2218,2296,2316,1969,1717,1675
41,5,4,773,3105,2446,2218,2296,2350,1981,1729,1622
42,5,4,773,3175,2436,2218,2311,2330,1959,1704,1644
43,5,4,773,3166,2449,2218,2288,2342,1978,1705,1638
44,5,4,773,3192,2462,2218,2303,2372,1961,1705,1667
45,5,4,773,3244,2489,2218,2323,2289,1985,1684,1651
46,5,4,773,3097,2447,2218,2280,2322,1931,1711,1638
47,5,4,773,3055,2456,2218,2315,2351,1987,1701,1634
48,5,4,773,3173,2453,2218,2274,2302,1957,1712,1646
49,5,4,773,3238,2442,2218,2249,2344,1944,1751,1634
50,5,4,773,3167,2413,2218,2284,2343,1978,1705,1627
51,5,4,773,3199,2415,2218,2279,2279,1967,1725,1644
52,5,4,773,3253,2412,2218,2306,2320,1946,1713,1651
53,5,4,773,3112,2439,2218,2306,2300,1964,1705,1646
54,5,4,773,3165,2396,2218,2287,2324,1963,1714,1629
55,5,4,773,3052,2479,2218,2319,2369,1940,1738,1635
56,5,4,773,3155,2416,2218,2335,2350,1977,1721,1635
57,5,4,773,3128,2471,2218,2281,2273,1948,1697,1628
58,5,4,773,3062,2437,2218,2306,2313,1988,1709,1654
59,5,4,773,3239,2456,2218,2336,2363,1924,1732,1655
60,5,8,773,3286,2449,2218,2438,2466,2055,2035,2183
61,5,8,773,3431,2383,2218,2478,2455,2070,2026,2147
62,5,8,773,3319,2448,2218,2493,2418,2065,2045,2197
63,5,8,773,3303,2422,2218,2432,2477,2077,2032,2194
64,5,8,773,3278,2481,2218,2469,2407,2091,2016,2170
65,5,8,773,3309,2452,2218,2443,2487,2126,2053,2175
66,5,8,773,3195,2425,2218,2466,2432,2033,2031,2175
67,5,8,773,3305,2459,2218,2417,2403,2093,2024,2190
68,5,8,773,3335,2468,2218,2441,2410,2079,2023,2164
69,5,8,773,3337,2436,2218,2454,2464,2084,2022,2163
70,5,8,773,3266,2445,2218,2449,2452,2055,2017,2149
71,5,8,773,3263,2406,2218,2423,2499,2092,1987,2148
72,5,8,773,3344,2450,2218,2465,2441,2113,2024,2149
73,5,8,773,3360,2439,2218,2445,2425,2106,2014,2162
74,5,8,773,3284,2451,2218,2405,2410,2082,2025,2178
75,5,8,773,3310,2457,2218,2445,2475,2086,2033,2163
76,5,8,773,3347,2473,2218,2455,2454,2075,2047,2189
77,5,8,773,3383,2433,2218,2444,2448,2101,2021,2158
78,5,8,773,3285,2463,2218,2448,2444,2079,2013,2190
79,5,8,773,3291,2465,2218,2434,2432,2077,2048,2167
0,6,0,839,839,2602,2366,1474,1474,2060,1737,1552
1,6,0,839,839,2580,2366,1474,1474,2032,1727,1547
2,6,0,839,839,2571,2366,1474,1474,2089,1731,1558
3,6,0,839,839,2608,2366,1474,1474,2038,1722,1547
4,6,0,839,839,2578,2366,1474,1474,2050,1739,1556
5,6,0,839,839,2632,2366,1474,1474,2031,1738,1549
6,6,0,839,839,2576,2366,1474,1474,2076,1761,1552
7,6,0,839,839,2625,2366,1474,1474,2030,1725,1541
8,6,0,839,839,2587,2366,1474,1474,2059,1726,1564
9,6,0,839,839,2607,2366,1474,1474,2068,1733,1552
10,6,0,839,839,2587,2366,1474,1474,2068,1728,1546
11,6,0,839,839,2601,2366,1474,1474,2053,1739,1552
12,6,0,839,839,2570,2366,1474,1474,2075,1728,1541
13,6,0,839,839,2615,2366,1474,1474,2045,1734,1566
14,6,0,839,839,2601,2366,1474,1474,2050,1710,1548
15,6,0,839,839,2635,2366,1474,1474,2062,1729,1558
16,6,0,839,839,2576,2366,1474,1474,2075,1724,1549
17,6,0,839,839,2646,2366,1474,1474,2061,1740,1555
18,6,0,839,839,2574,2366,1474,1474,2053,1727,1545
19,6,0,839,839,2638,2366,1474,1474,2063,1717,1549
20,6,2,839,859,2569,2366,1501,1504,2025,1741,1567
21,6,2,839,858,2614,2366,1508,1501,2035,1735,1557
22,6,2,839,852,2619,2366,1503,1519,2044,1727,1556
23,6,2,839,856,2613,2366,1503,1498,2064,1746,1547
24,6,2,839,863,2627,2366,1501,1505,2073,1740,1563
25,6,2,839,866,2571,2366,1496,1501,2045,1753,1553
26,6,2,839,872,2592,2366,1500,1504,2064,1733,1572
27,6,2,839,851,2616,2366,1510,1496,2071,1746,1558
28,6,2,839,861,2608,2366,1503,1497,2082,1737,1551
29,6,2,839,857,2602,2366,1495,1498,2073,1722,1561
30,6,2,839,859,2587,2366,1509,1501,2025,1741,1552
31,6,2,839,856,2676,2366,1496,1501,2046,1731,1552
32,6,2,839,860,2577,2366,1498,1507,2040,1735,1558
33,6,2,839,862,2625,2366,1499,1498,2067,1730,1553
34,6,2,839,872,2597,2366,1495,1500,2090,1724,1549
35,6,2,839,860,2663,2366,1489,1509,2073,1744,1562
36,6,2,839,859,2631,2366,1496,1492,2094,1756,1550
37,6,2,839,859,2642,2366,1509,1501,2065,1757,1550
38,6,2,839,861,2616,2366,1506,1494,2029,1733,1564
39,6,2,839,855,2570,2366,1501,1508,2066,1743,1548
